"","0.00Fixed4.6","0.00Fixed6.4","0.00Fixed8.2","0.00Tracking4.6","0.00Tracking6.4","0.00Tracking8.2","0.25Fixed4.6","0.25Fixed6.4","0.25Fixed8.2","0.25Tracking4.6","0.25Tracking6.4","0.25Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.75Fixed4.6","0.75Fixed6.4","0.75Fixed8.2","0.75Tracking4.6","0.75Tracking6.4","0.75Tracking8.2","1.00Fixed4.6","1.00Fixed6.4","1.00Fixed8.2","1.00Tracking4.6","1.00Tracking6.4","1.00Tracking8.2"
"0.03140.3Northern",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,2795.6,2794.05,2791.17,3291.73,3290.6,3289.47,7374.17,7370.57,7363.84,8532.58,8529.94,8527.29,11953.65,11947.99,11937.41,13773.75,13769.6,13765.45,16533.06,16525.35,16510.91,19014.92,19009.26,19003.6
"0.04140.3Northern",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,3943.87,3942.32,3939.44,4605.66,4604.53,4603.4,10052.89,10049.29,10042.56,11598.09,11595.45,11592.8,16163.12,16157.46,16146.88,18590.95,18586.8,18582.65,22273.26,22265.55,22251.11,25583.81,25578.15,25572.49
"0.02170.3Northern",341.37,341.37,341.37,341.37,341.37,341.37,2628.33,2626.78,2623.9,2958.8,2957.67,2956.54,5676.45,5672.85,5666.12,6448.07,6445.43,6442.78,8725.18,8719.52,8708.94,9937.55,9933.4,9929.25,11773.86,11766.15,11751.71,13427.03,13421.37,13415.71
"0.03170.3Northern",341.37,341.37,341.37,341.37,341.37,341.37,3776.6,3775.05,3772.17,4272.73,4271.6,4270.47,8355.17,8351.57,8344.84,9513.58,9510.94,9508.29,12934.65,12928.99,12918.41,14754.75,14750.6,14746.45,17514.06,17506.35,17491.91,19995.92,19990.26,19984.6
"0.04170.3Northern",341.37,341.37,341.37,341.37,341.37,341.37,4924.87,4923.32,4920.44,5586.66,5585.53,5584.4,11033.89,11030.29,11023.56,12579.09,12576.45,12573.8,17144.12,17138.46,17127.88,19571.95,19567.8,19563.65,23254.26,23246.55,23232.11,26564.81,26559.15,26553.49
"0.02110.5Northern",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,2069.83,2068.28,2065.4,2400.3,2399.17,2398.04,5117.95,5114.35,5107.62,5889.57,5886.93,5884.28,8166.68,8161.02,8150.44,9379.05,9374.9,9370.75,11215.36,11207.65,11193.21,12868.53,12862.87,12857.21
"0.03110.5Northern",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,3218.1,3216.55,3213.67,3714.23,3713.1,3711.97,7796.67,7793.07,7786.34,8955.08,8952.44,8949.79,12376.15,12370.49,12359.91,14196.25,14192.1,14187.95,16955.56,16947.85,16933.41,19437.42,19431.76,19426.1
"0.04110.5Northern",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,4366.37,4364.82,4361.94,5028.16,5027.03,5025.9,10475.39,10471.79,10465.06,12020.59,12017.95,12015.3,16585.62,16579.96,16569.38,19013.45,19009.3,19005.15,22695.76,22688.05,22673.61,26006.31,26000.65,25994.99
"0.02140.5Northern",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,3704.83,3703.28,3700.4,4035.3,4034.17,4033.04,6752.95,6749.35,6742.62,7524.57,7521.93,7519.28,9801.68,9796.02,9785.44,11014.05,11009.9,11005.75,12850.36,12842.65,12828.21,14503.53,14497.87,14492.21
"0.03140.5Northern",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,4853.1,4851.55,4848.67,5349.23,5348.1,5346.97,9431.67,9428.07,9421.34,10590.08,10587.44,10584.79,14011.15,14005.49,13994.91,15831.25,15827.1,15822.95,18590.56,18582.85,18568.41,21072.42,21066.76,21061.1
"0.04140.5Northern",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,6001.37,5999.82,5996.94,6663.16,6662.03,6660.9,12110.39,12106.79,12100.06,13655.59,13652.95,13650.3,18220.62,18214.96,18204.38,20648.45,20644.3,20640.15,24330.76,24323.05,24308.61,27641.31,27635.65,27629.99
"0.02170.5Northern",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,5339.83,5338.28,5335.4,5670.3,5669.17,5668.04,8387.95,8384.35,8377.62,9159.57,9156.93,9154.28,11436.68,11431.02,11420.44,12649.05,12644.9,12640.75,14485.36,14477.65,14463.21,16138.53,16132.87,16127.21
"0.03170.5Northern",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,6488.1,6486.55,6483.67,6984.23,6983.1,6981.97,11066.67,11063.07,11056.34,12225.08,12222.44,12219.79,15646.15,15640.49,15629.91,17466.25,17462.1,17457.95,20225.56,20217.85,20203.41,22707.42,22701.76,22696.1
"0.04170.5Northern",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,7636.37,7634.82,7631.94,8298.16,8297.03,8295.9,13745.39,13741.79,13735.06,15290.59,15287.95,15285.3,19855.62,19849.96,19839.38,22283.45,22279.3,22275.15,25965.76,25958.05,25943.61,29276.31,29270.65,29264.99
"0.02110.7Northern",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,3473.33,3471.78,3468.9,3803.8,3802.67,3801.54,6521.45,6517.85,6511.12,7293.07,7290.43,7287.78,9570.18,9564.52,9553.94,10782.55,10778.4,10774.25,12618.86,12611.15,12596.71,14272.03,14266.37,14260.71
"0.03110.7Northern",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,4621.6,4620.05,4617.17,5117.73,5116.6,5115.47,9200.17,9196.57,9189.84,10358.58,10355.94,10353.29,13779.65,13773.99,13763.41,15599.75,15595.6,15591.45,18359.06,18351.35,18336.91,20840.92,20835.26,20829.6
"0.04110.7Northern",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,5769.87,5768.32,5765.44,6431.66,6430.53,6429.4,11878.89,11875.29,11868.56,13424.09,13421.45,13418.8,17989.12,17983.46,17972.88,20416.95,20412.8,20408.65,24099.26,24091.55,24077.11,27409.81,27404.15,27398.49
"0.02140.7Northern",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,5762.33,5760.78,5757.9,6092.8,6091.67,6090.54,8810.45,8806.85,8800.12,9582.07,9579.43,9576.78,11859.18,11853.52,11842.94,13071.55,13067.4,13063.25,14907.86,14900.15,14885.71,16561.03,16555.37,16549.71
"0.03140.7Northern",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,6910.6,6909.05,6906.17,7406.73,7405.6,7404.47,11489.17,11485.57,11478.84,12647.58,12644.94,12642.29,16068.65,16062.99,16052.41,17888.75,17884.6,17880.45,20648.06,20640.35,20625.91,23129.92,23124.26,23118.6
"0.04140.7Northern",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,8058.87,8057.32,8054.44,8720.66,8719.53,8718.4,14167.89,14164.29,14157.56,15713.09,15710.45,15707.8,20278.12,20272.46,20261.88,22705.95,22701.8,22697.65,26388.26,26380.55,26366.11,29698.81,29693.15,29687.49
"0.02170.7Northern",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,8051.33,8049.78,8046.9,8381.8,8380.67,8379.54,11099.45,11095.85,11089.12,11871.07,11868.43,11865.78,14148.18,14142.52,14131.94,15360.55,15356.4,15352.25,17196.86,17189.15,17174.71,18850.03,18844.37,18838.71
"0.03170.7Northern",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,9199.6,9198.05,9195.17,9695.73,9694.6,9693.47,13778.17,13774.57,13767.84,14936.58,14933.94,14931.29,18357.65,18351.99,18341.41,20177.75,20173.6,20169.45,22937.06,22929.35,22914.91,25418.92,25413.26,25407.6
"0.04170.7Northern",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,10347.87,10346.32,10343.44,11009.66,11008.53,11007.4,16456.89,16453.29,16446.56,18002.09,17999.45,17996.8,22567.12,22561.46,22550.88,24994.95,24990.8,24986.65,28677.26,28669.55,28655.11,31987.81,31982.15,31976.49
"0.02111.0Northern",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,5578.58,5577.03,5574.15,5909.05,5907.92,5906.79,8626.7,8623.1,8616.37,9398.32,9395.68,9393.03,11675.43,11669.77,11659.19,12887.8,12883.65,12879.5,14724.11,14716.4,14701.96,16377.28,16371.62,16365.96
"0.03111.0Northern",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,6726.85,6725.3,6722.42,7222.98,7221.85,7220.72,11305.42,11301.82,11295.09,12463.83,12461.19,12458.54,15884.9,15879.24,15868.66,17705,17700.85,17696.7,20464.31,20456.6,20442.16,22946.17,22940.51,22934.85
"0.04111.0Northern",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,7875.12,7873.57,7870.69,8536.91,8535.78,8534.65,13984.14,13980.54,13973.81,15529.34,15526.7,15524.05,20094.37,20088.71,20078.13,22522.2,22518.05,22513.9,26204.51,26196.8,26182.36,29515.06,29509.4,29503.74
"0.02141.0Northern",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,8848.58,8847.03,8844.15,9179.05,9177.92,9176.79,11896.7,11893.1,11886.37,12668.32,12665.68,12663.03,14945.43,14939.77,14929.19,16157.8,16153.65,16149.5,17994.11,17986.4,17971.96,19647.28,19641.62,19635.96
"0.03141.0Northern",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,9996.85,9995.3,9992.42,10492.98,10491.85,10490.72,14575.42,14571.82,14565.09,15733.83,15731.19,15728.54,19154.9,19149.24,19138.66,20975,20970.85,20966.7,23734.31,23726.6,23712.16,26216.17,26210.51,26204.85
"0.04141.0Northern",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,11145.12,11143.57,11140.69,11806.91,11805.78,11804.65,17254.14,17250.54,17243.81,18799.34,18796.7,18794.05,23364.37,23358.71,23348.13,25792.2,25788.05,25783.9,29474.51,29466.8,29452.36,32785.06,32779.4,32773.74
"0.02171.0Northern",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,12118.58,12117.03,12114.15,12449.05,12447.92,12446.79,15166.7,15163.1,15156.37,15938.32,15935.68,15933.03,18215.43,18209.77,18199.19,19427.8,19423.65,19419.5,21264.11,21256.4,21241.96,22917.28,22911.62,22905.96
"0.03171.0Northern",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,13266.85,13265.3,13262.42,13762.98,13761.85,13760.72,17845.42,17841.82,17835.09,19003.83,19001.19,18998.54,22424.9,22419.24,22408.66,24245,24240.85,24236.7,27004.31,26996.6,26982.16,29486.17,29480.51,29474.85
"0.04171.0Northern",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,14415.12,14413.57,14410.69,15076.91,15075.78,15074.65,20524.14,20520.54,20513.81,22069.34,22066.7,22064.05,26634.37,26628.71,26618.13,29062.2,29058.05,29053.9,32744.51,32736.8,32722.36,36055.06,36049.4,36043.74
"0.02111.2Northern",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,6982.08,6980.53,6977.65,7312.55,7311.42,7310.29,10030.2,10026.6,10019.87,10801.82,10799.18,10796.53,13078.93,13073.27,13062.69,14291.3,14287.15,14283,16127.61,16119.9,16105.46,17780.78,17775.12,17769.46
"0.03111.2Northern",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,8130.35,8128.8,8125.92,8626.48,8625.35,8624.22,12708.92,12705.32,12698.59,13867.33,13864.69,13862.04,17288.4,17282.74,17272.16,19108.5,19104.35,19100.2,21867.81,21860.1,21845.66,24349.67,24344.01,24338.35
"0.04111.2Northern",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,9278.62,9277.07,9274.19,9940.41,9939.28,9938.15,15387.64,15384.04,15377.31,16932.84,16930.2,16927.55,21497.87,21492.21,21481.63,23925.7,23921.55,23917.4,27608.01,27600.3,27585.86,30918.56,30912.9,30907.24
"0.02141.2Northern",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,10906.08,10904.53,10901.65,11236.55,11235.42,11234.29,13954.2,13950.6,13943.87,14725.82,14723.18,14720.53,17002.93,16997.27,16986.69,18215.3,18211.15,18207,20051.61,20043.9,20029.46,21704.78,21699.12,21693.46
"0.03141.2Northern",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,12054.35,12052.8,12049.92,12550.48,12549.35,12548.22,16632.92,16629.32,16622.59,17791.33,17788.69,17786.04,21212.4,21206.74,21196.16,23032.5,23028.35,23024.2,25791.81,25784.1,25769.66,28273.67,28268.01,28262.35
"0.04141.2Northern",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,13202.62,13201.07,13198.19,13864.41,13863.28,13862.15,19311.64,19308.04,19301.31,20856.84,20854.2,20851.55,25421.87,25416.21,25405.63,27849.7,27845.55,27841.4,31532.01,31524.3,31509.86,34842.56,34836.9,34831.24
"0.02171.2Northern",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,14830.08,14828.53,14825.65,15160.55,15159.42,15158.29,17878.2,17874.6,17867.87,18649.82,18647.18,18644.53,20926.93,20921.27,20910.69,22139.3,22135.15,22131,23975.61,23967.9,23953.46,25628.78,25623.12,25617.46
"0.03171.2Northern",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,15978.35,15976.8,15973.92,16474.48,16473.35,16472.22,20556.92,20553.32,20546.59,21715.33,21712.69,21710.04,25136.4,25130.74,25120.16,26956.5,26952.35,26948.2,29715.81,29708.1,29693.66,32197.67,32192.01,32186.35
"0.04171.2Northern",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,17126.62,17125.07,17122.19,17788.41,17787.28,17786.15,23235.64,23232.04,23225.31,24780.84,24778.2,24775.55,29345.87,29340.21,29329.63,31773.7,31769.55,31765.4,35456.01,35448.3,35433.86,38766.56,38760.9,38755.24
"0.02111.5Northern",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,9087.33,9085.78,9082.9,9417.8,9416.67,9415.54,12135.45,12131.85,12125.12,12907.07,12904.43,12901.78,15184.18,15178.52,15167.94,16396.55,16392.4,16388.25,18232.86,18225.15,18210.71,19886.03,19880.37,19874.71
"0.03111.5Northern",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,10235.6,10234.05,10231.17,10731.73,10730.6,10729.47,14814.17,14810.57,14803.84,15972.58,15969.94,15967.29,19393.65,19387.99,19377.41,21213.75,21209.6,21205.45,23973.06,23965.35,23950.91,26454.92,26449.26,26443.6
"0.04111.5Northern",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,11383.87,11382.32,11379.44,12045.66,12044.53,12043.4,17492.89,17489.29,17482.56,19038.09,19035.45,19032.8,23603.12,23597.46,23586.88,26030.95,26026.8,26022.65,29713.26,29705.55,29691.11,33023.81,33018.15,33012.49
"0.02141.5Northern",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,13992.33,13990.78,13987.9,14322.8,14321.67,14320.54,17040.45,17036.85,17030.12,17812.07,17809.43,17806.78,20089.18,20083.52,20072.94,21301.55,21297.4,21293.25,23137.86,23130.15,23115.71,24791.03,24785.37,24779.71
"0.03141.5Northern",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,15140.6,15139.05,15136.17,15636.73,15635.6,15634.47,19719.17,19715.57,19708.84,20877.58,20874.94,20872.29,24298.65,24292.99,24282.41,26118.75,26114.6,26110.45,28878.06,28870.35,28855.91,31359.92,31354.26,31348.6
"0.04141.5Northern",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,16288.87,16287.32,16284.44,16950.66,16949.53,16948.4,22397.89,22394.29,22387.56,23943.09,23940.45,23937.8,28508.12,28502.46,28491.88,30935.95,30931.8,30927.65,34618.26,34610.55,34596.11,37928.81,37923.15,37917.49
"0.02171.5Northern",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,18897.33,18895.78,18892.9,19227.8,19226.67,19225.54,21945.45,21941.85,21935.12,22717.07,22714.43,22711.78,24994.18,24988.52,24977.94,26206.55,26202.4,26198.25,28042.86,28035.15,28020.71,29696.03,29690.37,29684.71
"0.03171.5Northern",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,20045.6,20044.05,20041.17,20541.73,20540.6,20539.47,24624.17,24620.57,24613.84,25782.58,25779.94,25777.29,29203.65,29197.99,29187.41,31023.75,31019.6,31015.45,33783.06,33775.35,33760.91,36264.92,36259.26,36253.6
"0.04171.5Northern",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,21193.87,21192.32,21189.44,21855.66,21854.53,21853.4,27302.89,27299.29,27292.56,28848.09,28845.45,28842.8,33413.12,33407.46,33396.88,35840.95,35836.8,35832.65,39523.26,39515.55,39501.11,42833.81,42828.15,42822.49
"0.02111.8Northern",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,11192.58,11191.03,11188.15,11523.05,11521.92,11520.79,14240.7,14237.1,14230.37,15012.32,15009.68,15007.03,17289.43,17283.77,17273.19,18501.8,18497.65,18493.5,20338.11,20330.4,20315.96,21991.28,21985.62,21979.96
"0.03111.8Northern",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,12340.85,12339.3,12336.42,12836.98,12835.85,12834.72,16919.42,16915.82,16909.09,18077.83,18075.19,18072.54,21498.9,21493.24,21482.66,23319,23314.85,23310.7,26078.31,26070.6,26056.16,28560.17,28554.51,28548.85
"0.04111.8Northern",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,13489.12,13487.57,13484.69,14150.91,14149.78,14148.65,19598.14,19594.54,19587.81,21143.34,21140.7,21138.05,25708.37,25702.71,25692.13,28136.2,28132.05,28127.9,31818.51,31810.8,31796.36,35129.06,35123.4,35117.74
"0.02141.8Northern",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,17078.58,17077.03,17074.15,17409.05,17407.92,17406.79,20126.7,20123.1,20116.37,20898.32,20895.68,20893.03,23175.43,23169.77,23159.19,24387.8,24383.65,24379.5,26224.11,26216.4,26201.96,27877.28,27871.62,27865.96
"0.03141.8Northern",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,18226.85,18225.3,18222.42,18722.98,18721.85,18720.72,22805.42,22801.82,22795.09,23963.83,23961.19,23958.54,27384.9,27379.24,27368.66,29205,29200.85,29196.7,31964.31,31956.6,31942.16,34446.17,34440.51,34434.85
"0.04141.8Northern",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,19375.12,19373.57,19370.69,20036.91,20035.78,20034.65,25484.14,25480.54,25473.81,27029.34,27026.7,27024.05,31594.37,31588.71,31578.13,34022.2,34018.05,34013.9,37704.51,37696.8,37682.36,41015.06,41009.4,41003.74
"0.02171.8Northern",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,22964.58,22963.03,22960.15,23295.05,23293.92,23292.79,26012.7,26009.1,26002.37,26784.32,26781.68,26779.03,29061.43,29055.77,29045.19,30273.8,30269.65,30265.5,32110.11,32102.4,32087.96,33763.28,33757.62,33751.96
"0.03171.8Northern",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,24112.85,24111.3,24108.42,24608.98,24607.85,24606.72,28691.42,28687.82,28681.09,29849.83,29847.19,29844.54,33270.9,33265.24,33254.66,35091,35086.85,35082.7,37850.31,37842.6,37828.16,40332.17,40326.51,40320.85
"0.04171.8Northern",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,25261.12,25259.57,25256.69,25922.91,25921.78,25920.65,31370.14,31366.54,31359.81,32915.34,32912.7,32910.05,37480.37,37474.71,37464.13,39908.2,39904.05,39899.9,43590.51,43582.8,43568.36,46901.06,46895.4,46889.74
"0.02112.0Northern",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,12596.08,12594.53,12591.65,12926.55,12925.42,12924.29,15644.2,15640.6,15633.87,16415.82,16413.18,16410.53,18692.93,18687.27,18676.69,19905.3,19901.15,19897,21741.61,21733.9,21719.46,23394.78,23389.12,23383.46
"0.03112.0Northern",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,13744.35,13742.8,13739.92,14240.48,14239.35,14238.22,18322.92,18319.32,18312.59,19481.33,19478.69,19476.04,22902.4,22896.74,22886.16,24722.5,24718.35,24714.2,27481.81,27474.1,27459.66,29963.67,29958.01,29952.35
"0.04112.0Northern",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,14892.62,14891.07,14888.19,15554.41,15553.28,15552.15,21001.64,20998.04,20991.31,22546.84,22544.2,22541.55,27111.87,27106.21,27095.63,29539.7,29535.55,29531.4,33222.01,33214.3,33199.86,36532.56,36526.9,36521.24
"0.02142.0Northern",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,19136.08,19134.53,19131.65,19466.55,19465.42,19464.29,22184.2,22180.6,22173.87,22955.82,22953.18,22950.53,25232.93,25227.27,25216.69,26445.3,26441.15,26437,28281.61,28273.9,28259.46,29934.78,29929.12,29923.46
"0.03142.0Northern",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,20284.35,20282.8,20279.92,20780.48,20779.35,20778.22,24862.92,24859.32,24852.59,26021.33,26018.69,26016.04,29442.4,29436.74,29426.16,31262.5,31258.35,31254.2,34021.81,34014.1,33999.66,36503.67,36498.01,36492.35
"0.04142.0Northern",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,21432.62,21431.07,21428.19,22094.41,22093.28,22092.15,27541.64,27538.04,27531.31,29086.84,29084.2,29081.55,33651.87,33646.21,33635.63,36079.7,36075.55,36071.4,39762.01,39754.3,39739.86,43072.56,43066.9,43061.24
"0.02172.0Northern",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,25676.08,25674.53,25671.65,26006.55,26005.42,26004.29,28724.2,28720.6,28713.87,29495.82,29493.18,29490.53,31772.93,31767.27,31756.69,32985.3,32981.15,32977,34821.61,34813.9,34799.46,36474.78,36469.12,36463.46
"0.03172.0Northern",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,26824.35,26822.8,26819.92,27320.48,27319.35,27318.22,31402.92,31399.32,31392.59,32561.33,32558.69,32556.04,35982.4,35976.74,35966.16,37802.5,37798.35,37794.2,40561.81,40554.1,40539.66,43043.67,43038.01,43032.35
"0.04172.0Northern",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,27972.62,27971.07,27968.19,28634.41,28633.28,28632.15,34081.64,34078.04,34071.31,35626.84,35624.2,35621.55,40191.87,40186.21,40175.63,42619.7,42615.55,42611.4,46302.01,46294.3,46279.86,49612.56,49606.9,49601.24
"0.02110.1Central",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-653.91,-655.46,-658.34,-282.06,-283.19,-284.32,2505.13,2501.53,2494.8,3373.31,3370.67,3368.02,5664.8,5659.14,5648.56,7028.89,7024.74,7020.59,8824.44,8816.73,8802.29,10684.49,10678.83,10673.17
