"","0.00Fixed4.6","0.00Fixed6.4","0.00Fixed8.2","0.00Tracking4.6","0.00Tracking6.4","0.00Tracking8.2","0.25Fixed4.6","0.25Fixed6.4","0.25Fixed8.2","0.25Tracking4.6","0.25Tracking6.4","0.25Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.75Fixed4.6","0.75Fixed6.4","0.75Fixed8.2","0.75Tracking4.6","0.75Tracking6.4","0.75Tracking8.2","1.00Fixed4.6","1.00Fixed6.4","1.00Fixed8.2","1.00Tracking4.6","1.00Tracking6.4","1.00Tracking8.2"
"0.0360.3Northern",-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-5344.3,-5345.84,-5348.73,-4848.16,-4849.3,-4850.43,-765.72,-769.33,-776.06,392.68,390.04,387.4,3813.75,3808.09,3797.51,5633.85,5629.7,5625.55,8393.17,8385.45,8371.02,10875.03,10869.36,10863.7
"0.0460.3Northern",-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-4196.03,-4197.57,-4200.46,-3534.23,-3535.37,-3536.5,1913,1909.39,1902.66,3458.19,3455.55,3452.91,8023.22,8017.56,8006.98,10451.05,10446.9,10442.75,14133.37,14125.65,14111.22,17443.92,17438.25,17432.59
"0.0290.3Northern",-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-3725.07,-3726.61,-3729.5,-3394.59,-3395.73,-3396.86,-676.94,-680.55,-687.28,94.67,92.03,89.39,2371.78,2366.12,2355.54,3584.15,3580,3575.85,5420.47,5412.75,5398.32,7073.64,7067.97,7062.31
"0.0390.3Northern",-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-2576.8,-2578.34,-2581.23,-2080.66,-2081.8,-2082.93,2001.78,1998.17,1991.44,3160.18,3157.54,3154.9,6581.25,6575.59,6565.01,8401.35,8397.2,8393.05,11160.67,11152.95,11138.52,13642.53,13636.86,13631.2
"0.0490.3Northern",-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-1428.53,-1430.07,-1432.96,-766.73,-767.87,-769,4680.5,4676.89,4670.16,6225.69,6223.05,6220.41,10790.72,10785.06,10774.48,13218.55,13214.4,13210.25,16900.87,16893.15,16878.72,20211.42,20205.75,20200.09
"0.0230.5Northern",-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-8106.36,-8107.9,-8110.79,-7775.88,-7777.02,-7778.15,-5058.23,-5061.84,-5068.57,-4286.62,-4289.26,-4291.9,-2009.51,-2015.17,-2025.75,-797.14,-801.29,-805.44,1039.18,1031.46,1017.03,2692.35,2686.68,2681.02
"0.0330.5Northern",-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-6958.09,-6959.63,-6962.52,-6461.95,-6463.09,-6464.22,-2379.51,-2383.12,-2389.85,-1221.11,-1223.75,-1226.39,2199.96,2194.3,2183.72,4020.06,4015.91,4011.76,6779.38,6771.66,6757.23,9261.24,9255.57,9249.91
"0.0430.5Northern",-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-5809.82,-5811.36,-5814.25,-5148.02,-5149.16,-5150.29,299.21,295.6,288.87,1844.4,1841.76,1839.12,6409.43,6403.77,6393.19,8837.26,8833.11,8828.96,12519.58,12511.86,12497.43,15830.13,15824.46,15818.8
"0.0260.5Northern",-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-3493.86,-3495.4,-3498.29,-3163.38,-3164.52,-3165.65,-445.73,-449.34,-456.07,325.88,323.24,320.6,2602.99,2597.33,2586.75,3815.36,3811.21,3807.06,5651.68,5643.96,5629.53,7304.85,7299.18,7293.52
"0.0360.5Northern",-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-2345.59,-2347.13,-2350.02,-1849.45,-1850.59,-1851.72,2232.99,2229.38,2222.65,3391.39,3388.75,3386.11,6812.46,6806.8,6796.22,8632.56,8628.41,8624.26,11391.88,11384.16,11369.73,13873.74,13868.07,13862.41
"0.0460.5Northern",-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-1197.32,-1198.86,-1201.75,-535.52,-536.66,-537.79,4911.71,4908.1,4901.37,6456.9,6454.26,6451.62,11021.93,11016.27,11005.69,13449.76,13445.61,13441.46,17132.08,17124.36,17109.93,20442.63,20436.96,20431.3
"0.0290.5Northern",-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,1118.64,1117.1,1114.21,1449.12,1447.98,1446.85,4166.77,4163.16,4156.43,4938.38,4935.74,4933.1,7215.49,7209.83,7199.25,8427.86,8423.71,8419.56,10264.18,10256.46,10242.03,11917.35,11911.68,11906.02
"0.0390.5Northern",-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,2266.91,2265.37,2262.48,2763.05,2761.91,2760.78,6845.49,6841.88,6835.15,8003.89,8001.25,7998.61,11424.96,11419.3,11408.72,13245.06,13240.91,13236.76,16004.38,15996.66,15982.23,18486.24,18480.57,18474.91
"0.0490.5Northern",-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,3415.18,3413.64,3410.75,4076.98,4075.84,4074.71,9524.21,9520.6,9513.87,11069.4,11066.76,11064.12,15634.43,15628.77,15618.19,18062.26,18058.11,18053.96,21744.58,21736.86,21722.43,25055.13,25049.46,25043.8
"0.0230.7Northern",-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-6952.65,-6954.19,-6957.08,-6622.17,-6623.31,-6624.44,-3904.52,-3908.13,-3914.86,-3132.91,-3135.55,-3138.19,-855.8,-861.46,-872.04,356.57,352.42,348.27,2192.89,2185.17,2170.74,3846.06,3840.39,3834.73
"0.0330.7Northern",-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-5804.38,-5805.92,-5808.81,-5308.24,-5309.38,-5310.51,-1225.8,-1229.41,-1236.14,-67.4,-70.04,-72.68,3353.67,3348.01,3337.43,5173.77,5169.62,5165.47,7933.09,7925.37,7910.94,10414.95,10409.28,10403.62
"0.0430.7Northern",-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-4656.11,-4657.65,-4660.54,-3994.31,-3995.45,-3996.58,1452.92,1449.31,1442.58,2998.11,2995.47,2992.83,7563.14,7557.48,7546.9,9990.97,9986.82,9982.67,13673.29,13665.57,13651.14,16983.84,16978.17,16972.51
"0.0260.7Northern",-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,-495.15,-496.69,-499.58,-164.67,-165.81,-166.94,2552.98,2549.37,2542.64,3324.59,3321.95,3319.31,5601.7,5596.04,5585.46,6814.07,6809.92,6805.77,8650.39,8642.67,8628.24,10303.56,10297.89,10292.23
"0.0360.7Northern",-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,653.12,651.58,648.69,1149.26,1148.12,1146.99,5231.7,5228.09,5221.36,6390.1,6387.46,6384.82,9811.17,9805.51,9794.93,11631.27,11627.12,11622.97,14390.59,14382.87,14368.44,16872.45,16866.78,16861.12
"0.0460.7Northern",-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,1801.39,1799.85,1796.96,2463.19,2462.05,2460.92,7910.42,7906.81,7900.08,9455.61,9452.97,9450.33,14020.64,14014.98,14004.4,16448.47,16444.32,16440.17,20130.79,20123.07,20108.64,23441.34,23435.67,23430.01
"0.0290.7Northern",3675.39,3675.39,3675.39,3675.39,3675.39,3675.39,5962.35,5960.81,5957.92,6292.83,6291.69,6290.56,9010.48,9006.87,9000.14,9782.09,9779.45,9776.81,12059.2,12053.54,12042.96,13271.57,13267.42,13263.27,15107.89,15100.17,15085.74,16761.06,16755.39,16749.73
"0.0390.7Northern",3675.39,3675.39,3675.39,3675.39,3675.39,3675.39,7110.62,7109.08,7106.19,7606.76,7605.62,7604.49,11689.2,11685.59,11678.86,12847.6,12844.96,12842.32,16268.67,16263.01,16252.43,18088.77,18084.62,18080.47,20848.09,20840.37,20825.94,23329.95,23324.28,23318.62
"0.0490.7Northern",3675.39,3675.39,3675.39,3675.39,3675.39,3675.39,8258.89,8257.35,8254.46,8920.69,8919.55,8918.42,14367.92,14364.31,14357.58,15913.11,15910.47,15907.83,20478.14,20472.48,20461.9,22905.97,22901.82,22897.67,26588.29,26580.57,26566.14,29898.84,29893.17,29887.51
"0.0231.0Northern",-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-5222.09,-5223.63,-5226.52,-4891.61,-4892.74,-4893.87,-2173.96,-2177.56,-2184.3,-1402.34,-1404.99,-1407.63,874.77,869.11,858.52,2087.14,2082.99,2078.83,3923.45,3915.73,3901.3,5576.62,5570.96,5565.3
"0.0331.0Northern",-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-4073.82,-4075.36,-4078.25,-3577.68,-3578.81,-3579.94,504.76,501.16,494.42,1663.17,1660.52,1657.88,5084.24,5078.58,5067.99,6904.34,6900.19,6896.03,9663.65,9655.93,9641.5,12145.51,12139.85,12134.19
"0.0431.0Northern",-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-2925.55,-2927.09,-2929.98,-2263.75,-2264.88,-2266.01,3183.48,3179.88,3173.14,4728.68,4726.03,4723.39,9293.71,9288.05,9277.46,11721.54,11717.39,11713.23,15403.85,15396.13,15381.7,18714.4,18708.74,18703.08
"0.0261.0Northern",1715.96,1715.96,1715.96,1715.96,1715.96,1715.96,4002.91,4001.37,3998.48,4333.39,4332.26,4331.13,7051.04,7047.44,7040.7,7822.66,7820.01,7817.37,10099.77,10094.11,10083.52,11312.14,11307.99,11303.83,13148.45,13140.73,13126.3,14801.62,14795.96,14790.3
"0.0361.0Northern",1715.96,1715.96,1715.96,1715.96,1715.96,1715.96,5151.18,5149.64,5146.75,5647.32,5646.19,5645.06,9729.76,9726.16,9719.42,10888.17,10885.52,10882.88,14309.24,14303.58,14292.99,16129.34,16125.19,16121.03,18888.65,18880.93,18866.5,21370.51,21364.85,21359.19
"0.0461.0Northern",1715.96,1715.96,1715.96,1715.96,1715.96,1715.96,6299.45,6297.91,6295.02,6961.25,6960.12,6958.99,12408.48,12404.88,12398.14,13953.68,13951.03,13948.39,18518.71,18513.05,18502.46,20946.54,20942.39,20938.23,24628.85,24621.13,24606.7,27939.4,27933.74,27928.08
"0.0291.0Northern",10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,13227.91,13226.37,13223.48,13558.39,13557.26,13556.13,16276.04,16272.44,16265.7,17047.66,17045.01,17042.37,19324.77,19319.11,19308.52,20537.14,20532.99,20528.83,22373.45,22365.73,22351.3,24026.62,24020.96,24015.3
"0.0391.0Northern",10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,14376.18,14374.64,14371.75,14872.32,14871.19,14870.06,18954.76,18951.16,18944.42,20113.17,20110.52,20107.88,23534.24,23528.58,23517.99,25354.34,25350.19,25346.03,28113.65,28105.93,28091.5,30595.51,30589.85,30584.19
"0.0491.0Northern",10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,15524.45,15522.91,15520.02,16186.25,16185.12,16183.99,21633.48,21629.88,21623.14,23178.68,23176.03,23173.39,27743.71,27738.05,27727.46,30171.54,30167.39,30163.23,33853.85,33846.13,33831.7,37164.4,37158.74,37153.08
"0.0231.2Northern",-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-4068.38,-4069.92,-4072.81,-3737.9,-3739.03,-3740.16,-1020.25,-1023.85,-1030.59,-248.63,-251.28,-253.92,2028.48,2022.82,2012.23,3240.85,3236.7,3232.54,5077.16,5069.44,5055.01,6730.33,6724.67,6719.01
"0.0331.2Northern",-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-2920.11,-2921.65,-2924.54,-2423.97,-2425.1,-2426.23,1658.47,1654.87,1648.13,2816.88,2814.23,2811.59,6237.95,6232.29,6221.7,8058.05,8053.9,8049.74,10817.36,10809.64,10795.21,13299.22,13293.56,13287.9
"0.0431.2Northern",-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-1771.84,-1773.38,-1776.27,-1110.04,-1111.17,-1112.3,4337.19,4333.59,4326.85,5882.39,5879.74,5877.1,10447.42,10441.76,10431.17,12875.25,12871.1,12866.94,16557.56,16549.84,16535.41,19868.11,19862.45,19856.79
"0.0261.2Northern",4714.67,4714.67,4714.67,4714.67,4714.67,4714.67,7001.62,7000.08,6997.19,7332.1,7330.97,7329.84,10049.75,10046.15,10039.41,10821.37,10818.72,10816.08,13098.48,13092.82,13082.23,14310.85,14306.7,14302.54,16147.16,16139.44,16125.01,17800.33,17794.67,17789.01
"0.0361.2Northern",4714.67,4714.67,4714.67,4714.67,4714.67,4714.67,8149.89,8148.35,8145.46,8646.03,8644.9,8643.77,12728.47,12724.87,12718.13,13886.88,13884.23,13881.59,17307.95,17302.29,17291.7,19128.05,19123.9,19119.74,21887.36,21879.64,21865.21,24369.22,24363.56,24357.9
"0.0461.2Northern",4714.67,4714.67,4714.67,4714.67,4714.67,4714.67,9298.16,9296.62,9293.73,9959.96,9958.83,9957.7,15407.19,15403.59,15396.85,16952.39,16949.74,16947.1,21517.42,21511.76,21501.17,23945.25,23941.1,23936.94,27627.56,27619.84,27605.41,30938.11,30932.45,30926.79
"0.0291.2Northern",15784.67,15784.67,15784.67,15784.67,15784.67,15784.67,18071.62,18070.08,18067.19,18402.1,18400.97,18399.84,21119.75,21116.15,21109.41,21891.37,21888.72,21886.08,24168.48,24162.82,24152.23,25380.85,25376.7,25372.54,27217.16,27209.44,27195.01,28870.33,28864.67,28859.01
"0.0391.2Northern",15784.67,15784.67,15784.67,15784.67,15784.67,15784.67,19219.89,19218.35,19215.46,19716.03,19714.9,19713.77,23798.47,23794.87,23788.13,24956.88,24954.23,24951.59,28377.95,28372.29,28361.7,30198.05,30193.9,30189.74,32957.36,32949.64,32935.21,35439.22,35433.56,35427.9
"0.0491.2Northern",15784.67,15784.67,15784.67,15784.67,15784.67,15784.67,20368.16,20366.62,20363.73,21029.96,21028.83,21027.7,26477.19,26473.59,26466.85,28022.39,28019.74,28017.1,32587.42,32581.76,32571.17,35015.25,35011.1,35006.94,38697.56,38689.84,38675.41,42008.11,42002.45,41996.79
"0.0231.5Northern",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-2337.81,-2339.35,-2342.24,-2007.33,-2008.47,-2009.6,710.32,706.71,699.98,1481.93,1479.29,1476.65,3759.04,3753.38,3742.8,4971.41,4967.26,4963.11,6807.73,6800.01,6785.58,8460.9,8455.23,8449.57
"0.0331.5Northern",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-1189.54,-1191.08,-1193.97,-693.4,-694.54,-695.67,3389.04,3385.43,3378.7,4547.44,4544.8,4542.16,7968.51,7962.85,7952.27,9788.61,9784.46,9780.31,12547.93,12540.21,12525.78,15029.79,15024.12,15018.46
"0.0431.5Northern",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-41.27,-42.81,-45.7,620.53,619.39,618.26,6067.76,6064.15,6057.42,7612.95,7610.31,7607.67,12177.98,12172.32,12161.74,14605.81,14601.66,14597.51,18288.13,18280.41,18265.98,21598.68,21593.01,21587.35
"0.0261.5Northern",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,11499.69,11498.15,11495.26,11830.17,11829.03,11827.9,14547.82,14544.21,14537.48,15319.43,15316.79,15314.15,17596.54,17590.88,17580.3,18808.91,18804.76,18800.61,20645.23,20637.51,20623.08,22298.4,22292.73,22287.07
"0.0361.5Northern",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,12647.96,12646.42,12643.53,13144.1,13142.96,13141.83,17226.54,17222.93,17216.2,18384.94,18382.3,18379.66,21806.01,21800.35,21789.77,23626.11,23621.96,23617.81,26385.43,26377.71,26363.28,28867.29,28861.62,28855.96
"0.0461.5Northern",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,13796.23,13794.69,13791.8,14458.03,14456.89,14455.76,19905.26,19901.65,19894.92,21450.45,21447.81,21445.17,26015.48,26009.82,25999.24,28443.31,28439.16,28435.01,32125.63,32117.91,32103.48,35436.18,35430.51,35424.85
"0.0291.5Northern",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,25337.19,25335.65,25332.76,25667.67,25666.53,25665.4,28385.32,28381.71,28374.98,29156.93,29154.29,29151.65,31434.04,31428.38,31417.8,32646.41,32642.26,32638.11,34482.73,34475.01,34460.58,36135.9,36130.23,36124.57
"0.0391.5Northern",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,26485.46,26483.92,26481.03,26981.6,26980.46,26979.33,31064.04,31060.43,31053.7,32222.44,32219.8,32217.16,35643.51,35637.85,35627.27,37463.61,37459.46,37455.31,40222.93,40215.21,40200.78,42704.79,42699.12,42693.46
"0.0491.5Northern",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,27633.73,27632.19,27629.3,28295.53,28294.39,28293.26,33742.76,33739.15,33732.42,35287.95,35285.31,35282.67,39852.98,39847.32,39836.74,42280.81,42276.66,42272.51,45963.13,45955.41,45940.98,49273.68,49268.01,49262.35
"0.0231.8Northern",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-607.25,-608.79,-611.68,-276.77,-277.9,-279.03,2440.88,2437.28,2430.54,3212.5,3209.85,3207.21,5489.61,5483.95,5473.36,6701.98,6697.83,6693.67,8538.29,8530.57,8516.14,10191.46,10185.8,10180.14
"0.0331.8Northern",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,541.02,539.48,536.59,1037.16,1036.03,1034.9,5119.6,5116,5109.26,6278.01,6275.36,6272.72,9699.08,9693.42,9682.83,11519.18,11515.03,11510.87,14278.49,14270.77,14256.34,16760.35,16754.69,16749.03
"0.0431.8Northern",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,1689.29,1687.75,1684.86,2351.09,2349.96,2348.83,7798.32,7794.72,7787.98,9343.52,9340.87,9338.23,13908.55,13902.89,13892.3,16336.38,16332.23,16328.07,20018.69,20010.97,19996.54,23329.24,23323.58,23317.92
"0.0261.8Northern",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,15997.75,15996.21,15993.32,16328.23,16327.1,16325.97,19045.88,19042.28,19035.54,19817.5,19814.85,19812.21,22094.61,22088.95,22078.36,23306.98,23302.83,23298.67,25143.29,25135.57,25121.14,26796.46,26790.8,26785.14
"0.0361.8Northern",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,17146.02,17144.48,17141.59,17642.16,17641.03,17639.9,21724.6,21721,21714.26,22883.01,22880.36,22877.72,26304.08,26298.42,26287.83,28124.18,28120.03,28115.87,30883.49,30875.77,30861.34,33365.35,33359.69,33354.03
"0.0461.8Northern",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,18294.29,18292.75,18289.86,18956.09,18954.96,18953.83,24403.32,24399.72,24392.98,25948.52,25945.87,25943.23,30513.55,30507.89,30497.3,32941.38,32937.23,32933.07,36623.69,36615.97,36601.54,39934.24,39928.58,39922.92
"0.0291.8Northern",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,32602.75,32601.21,32598.32,32933.23,32932.1,32930.97,35650.88,35647.28,35640.54,36422.5,36419.85,36417.21,38699.61,38693.95,38683.36,39911.98,39907.83,39903.67,41748.29,41740.57,41726.14,43401.46,43395.8,43390.14
"0.0391.8Northern",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,33751.02,33749.48,33746.59,34247.16,34246.03,34244.9,38329.6,38326,38319.26,39488.01,39485.36,39482.72,42909.08,42903.42,42892.83,44729.18,44725.03,44720.87,47488.49,47480.77,47466.34,49970.35,49964.69,49959.03
"0.0491.8Northern",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,34899.29,34897.75,34894.86,35561.09,35559.96,35558.83,41008.32,41004.72,40997.98,42553.52,42550.87,42548.23,47118.55,47112.89,47102.3,49546.38,49542.23,49538.07,53228.69,53220.97,53206.54,56539.24,56533.58,56527.92
"0.0232.0Northern",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,546.46,544.92,542.03,876.94,875.81,874.68,3594.59,3590.99,3584.25,4366.21,4363.56,4360.92,6643.32,6637.66,6627.07,7855.69,7851.54,7847.38,9692,9684.28,9669.85,11345.17,11339.51,11333.85
"0.0332.0Northern",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,1694.73,1693.19,1690.3,2190.87,2189.74,2188.61,6273.31,6269.71,6262.97,7431.72,7429.07,7426.43,10852.79,10847.13,10836.54,12672.89,12668.74,12664.58,15432.2,15424.48,15410.05,17914.06,17908.4,17902.74
"0.0432.0Northern",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,2843,2841.46,2838.57,3504.8,3503.67,3502.54,8952.03,8948.43,8941.69,10497.23,10494.58,10491.94,15062.26,15056.6,15046.01,17490.09,17485.94,17481.78,21172.4,21164.68,21150.25,24482.95,24477.29,24471.63
"0.0262.0Northern",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,18996.46,18994.92,18992.03,19326.94,19325.81,19324.68,22044.59,22040.99,22034.25,22816.21,22813.56,22810.92,25093.32,25087.66,25077.07,26305.69,26301.54,26297.38,28142,28134.28,28119.85,29795.17,29789.51,29783.85
"0.0362.0Northern",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,20144.73,20143.19,20140.3,20640.87,20639.74,20638.61,24723.31,24719.71,24712.97,25881.72,25879.07,25876.43,29302.79,29297.13,29286.54,31122.89,31118.74,31114.58,33882.2,33874.48,33860.05,36364.06,36358.4,36352.74
"0.0462.0Northern",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,21293,21291.46,21288.57,21954.8,21953.67,21952.54,27402.03,27398.43,27391.69,28947.23,28944.58,28941.94,33512.26,33506.6,33496.01,35940.09,35935.94,35931.78,39622.4,39614.68,39600.25,42932.95,42927.29,42921.63
"0.0292.0Northern",35159.51,35159.51,35159.51,35159.51,35159.51,35159.51,37446.46,37444.92,37442.03,37776.94,37775.81,37774.68,40494.59,40490.99,40484.25,41266.21,41263.56,41260.92,43543.32,43537.66,43527.07,44755.69,44751.54,44747.38,46592,46584.28,46569.85,48245.17,48239.51,48233.85
